TITLE = "示例1 - 3x3x3 立方体网格"
VARIABLES = "X" "Y" "Z" "P" "U" "V" "W"
ZONE N=27 E=8 DATAPACKING=POINT ZONETYPE=FEBRICK
0.0 0.0 0.0 1.0 0.0 0.0 0.0
1.0 0.0 0.0 0.9 0.1 0.0 0.0
2.0 0.0 0.0 0.8 0.2 0.0 0.0
0.0 1.0 0.0 0.85 0.0 0.1 0.0
1.0 1.0 0.0 0.75 0.1 0.1 0.0
2.0 1.0 0.0 0.65 0.2 0.1 0.0
0.0 2.0 0.0 0.7 0.0 0.2 0.0
1.0 2.0 0.0 0.6 0.1 0.2 0.0
2.0 2.0 0.0 0.5 0.2 0.2 0.0
0.0 0.0 1.0 0.95 0.0 0.0 0.1
1.0 0.0 1.0 0.85 0.1 0.0 0.1
2.0 0.0 1.0 0.75 0.2 0.0 0.1
0.0 1.0 1.0 0.8 0.0 0.1 0.1
1.0 1.0 1.0 0.7 0.1 0.1 0.1
2.0 1.0 1.0 0.6 0.2 0.1 0.1
0.0 2.0 1.0 0.65 0.0 0.2 0.1
1.0 2.0 1.0 0.55 0.1 0.2 0.1
2.0 2.0 1.0 0.45 0.2 0.2 0.1
0.0 0.0 2.0 0.9 0.0 0.0 0.2
1.0 0.0 2.0 0.8 0.1 0.0 0.2
2.0 0.0 2.0 0.7 0.2 0.0 0.2
0.0 1.0 2.0 0.75 0.0 0.1 0.2
1.0 1.0 2.0 0.65 0.1 0.1 0.2
2.0 1.0 2.0 0.55 0.2 0.1 0.2
0.0 2.0 2.0 0.6 0.0 0.2 0.2
1.0 2.0 2.0 0.5 0.1 0.2 0.2
2.0 2.0 2.0 0.4 0.2 0.2 0.2
1 2 5 4 10 11 14 13
2 3 6 5 11 12 15 14
4 5 8 7 13 14 17 16
5 6 9 8 14 15 18 17
10 11 14 13 19 20 23 22
11 12 15 14 20 21 24 23
13 14 17 16 22 23 26 25
14 15 18 17 23 24 27 26
